user_id,gender,age,age_group,family_status,membership_status,membership_duration_days,sign_up_date,total_flight_cost,total_hotel_cost,total_checked_bags,total_rooms_booked,avg_nights_stayed,avg_travel_duration,avg_flight_discount,avg_hotel_discount,num_discounts_used,num_total_bookings,avg_seats_booked,avg_days_before_trip,perk_score_free_meal,eligible_free_meal,perk_score_checked_bag,eligible_free_checked_bag,perk_score_no_cancellation_fees,eligible_no_cancellation_fees,perk_score_exclusive_discounts,eligible_exclusive_discounts,perk_score_hotel_flight_combo,eligible_free_night_combo,perk_score_welcome_drink,eligible_free_welcome_drink,is_no_booker,cluster_scores_elig_k6,assigned_perk,perk_group_marketing_name
354950,M,54,45-54,married without children,long-term,923,2022-10-08,460.54,889.0,1.0,1.0,0.875,0.875,0.0,0.0125,1,1,0.125,4.554861111111111,0.17389463781749764,False,0.1396372709536459,False,0.470900346666015,False,,,0.09353295367688522,False,,,False,2,,The Savvy Planners
356046,F,35,35-44,single,long-term,922,2022-10-09,783.81,798.0,0.0,3.0,0.625,0.75,0.01875,0.00625,2,2,0.375,8.494097222222223,,,,,0.506515188207579,False,,,0.14948709899194712,False,,,False,5,,The Spontaneous Stayers
357737,F,42,35-44,married with children,long-term,921,2022-10-10,2176.9,3749.0,2.0,6.0,2.875,2.625,0.0,0.03125,4,6,0.625,6.822127314814814,0.3727791963445773,True,0.2380039901540929,False,0.587982331216012,True,0.4295956393994036,False,0.3540356509314757,True,,,False,4,,The Premium Travelers
359072,F,52,45-54,married with children,long-term,920,2022-10-11,790.47,1146.0,1.0,4.0,1.25,1.75,0.05,0.0,3,4,0.5,8.766038773148148,,,0.13768349696770563,False,0.4978890291055779,False,0.44890700048353793,False,0.27576251216055525,True,,,False,1,,The Frequent Flyers
359080,F,42,35-44,married without children,long-term,920,2022-10-11,5153.5599999999995,2060.0,4.0,2.0,0.75,3.125,0.0125,0.025,2,4,0.625,7.073958333333334,0.19498723289880393,False,0.44347915170010815,True,0.5700058728081576,True,0.5784633966623337,True,0.19310286771566948,False,,,False,4,,The Premium Travelers
359653,M,56,55-64,single,long-term,919,2022-10-12,784.33,1134.0,2.0,2.0,0.625,0.75,0.03125,0.018750000000000003,3,2,0.25,7.004166666666666,,,0.23931995671067993,False,0.5051654791448658,False,,,0.17083970264918608,False,,,False,5,hotel_flight_combo,The Spontaneous Stayers
361459,F,42,35-44,married with children,long-term,918,2022-10-13,393.91,330.0,1.0,1.0,0.25,0.375,0.0,0.03125,2,1,0.125,6.968055555555556,,,0.13932805489501596,False,0.471382242790628,False,,,0.09928555655535108,False,,,False,5,,The Spontaneous Stayers
361759,F,53,45-54,married without children,long-term,918,2022-10-13,1660.59,277.0,2.0,3.0,0.4444444444444444,1.1111111111111112,0.049999999999999996,0.01666666666666667,4,4,0.4444444444444444,8.643518518518519,,,0.23940365341812989,False,0.5713822427906281,True,0.4647433595084294,False,0.08180636928852383,False,,,False,4,,The Premium Travelers
363535,F,31,25-34,single,long-term,917,2022-10-14,1328.15,2064.0,3.0,5.0,1.5,1.125,0.06875,0.0,4,4,0.625,6.284195601851852,0.15621556242440532,False,0.33916493100996653,False,0.4959323397697237,False,0.41001428664727885,False,0.22972465311585566,False,,,False,1,checked_bag,The Frequent Flyers
365825,F,45,45-54,single,long-term,915,2022-10-16,64.63,4613.0,1.0,5.0,2.375,1.5,0.0125,0.0,2,3,0.125,6.870138888888889,0.37916722662724545,True,0.13779993447199837,False,0.4351817497117288,False,,,0.15444653333167271,False,,,False,2,,The Savvy Planners
371201,M,29,25-34,single parent,long-term,911,2022-10-20,199.47,0.0,3.0,0.0,0.0,1.125,0.04999999999999999,0.00625,2,1,0.125,,,,0.21342569904269712,False,0.4667154709614446,False,,,,,,,False,0,exclusive_discounts,The Young Explorers
372970,F,35,35-44,single,long-term,910,2022-10-21,1293.3000000000002,552.0,1.0,2.0,0.25,0.5,0.03125,0.037500000000000006,3,2,0.25,6.775,,,0.14018748340916387,False,0.5035442730492908,False,,,0.124987801968031,False,,,False,5,,The Spontaneous Stayers
373489,F,38,35-44,married with children,long-term,910,2022-10-21,7451.31,1326.0,3.0,2.0,1.4444444444444444,1.4444444444444444,0.07222222222222223,0.05555555555555555,6,1,0.4444444444444444,223.8986111111111,0.20245262733503563,False,0.2470799896417493,False,0.6019256589875812,True,,,0.2005358629705572,False,,,False,2,no_cancellation_fees,The Savvy Planners
374331,M,43,35-44,single,long-term,909,2022-10-22,472.52,6720.0,2.0,2.0,1.5,0.25,0.056249999999999994,0.025,4,3,0.25,,0.23839537696546165,False,0.23859643382878443,False,0.43308931185944366,False,,,,,,,False,0,exclusive_discounts,The Young Explorers
374340,F,35,35-44,married without children,long-term,909,2022-10-22,3966.19,0.0,1.0,0.0,0.0,1.0,0.0,0.005555555555555556,1,1,0.2222222222222222,,,,0.15590626804108398,False,0.466422645192777,False,,,,,,,False,0,exclusive_discounts,The Young Explorers
374341,F,26,25-34,single,long-term,909,2022-10-22,0.0,6840.0,0.0,6.0,2.75,0.0,0.0125,0.0,1,3,0.0,,0.38104197464498496,True,,,0.5330893118594436,False,,,,,,,False,0,exclusive_discounts,The Young Explorers
375160,F,21,18-24,single,long-term,909,2022-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.00625,0.0125,2,0,0.0,,,,,,,,,,,,0.42708833238007415,True,True,3,welcome_drink,The Curious Visitors
